Ad Set Name,Ad name,Result type,Results,Reach,Impressions,Cost per result,Amount spent (INR),Clicks (all),CTR (all),CPC (All),Reporting starts,Reporting ends,,
001-Gallstone-Vizag-Lapro-LG,Ad-02-001-Gallstone-Vizag-Lapro-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
01-Urology-Kidney-Stone-Broad-Chennai-LG,Ad-03-01-Urology-Kidney-Stone-Broad-Chennai-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Circumcision-Coimbatore-Urology-LG,Ad-08-01-Urology-Circumcision-Coimbatore-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Gynecomastia-Chennai-Cosmetics-Broad-LG-March23,Ad-03-001-Gynecomastia-Chennai-Cosmetics-Broad-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Lipoma-Vizag-Cosmetic-LG,Ad-03-001-Lipoma-Vizag-Cosmetic-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
01-Circumcision-Coimbatore-Urology-Broad-LG,Ad-09-01-Urology-Circumcision-Broad-Coimbatore-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Circumcision-Vizag-Urology-Broad-LG-March23,Ad-09-001-Urology-Circumcision-Broad-Vizag-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Kidney Stone-Hyderabad-Urology-LG,Ad-09-001-Kidney Stone-Hyderabad-Urology-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Cosmetics-Gynecomastia-Broad-Bangalore-LG,Ad-03-001-Cosmetics-Gynecomastia-Broad-Bangalore-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Gynecomastia-Pune-Cosmetics-LG,Ad-09-001-Gynecomastia-Pune-Cosmetics-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
01-Piles-Pune-Procto-Broad-LG-May23,Ad-01-01-Procto-Piles-Broad-pune-LG-Marati,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
01-Piles-Pune-Procto-Broad-LG-March23,Ad-02-01-Procto-Piles-Broad-Pune-LG-Hindi,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
01-Circumcision-Coimbatore-Urology-LG,Ad-10-01-Urology-Circumcision-Broad-Coimbatore-LG – Copy,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Circumcision-Chennai-Urology-Broad-LG,Ad-06-001-Circumcision-Chennai-Urology-Broad-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Urology-Circumcision-Broad-Bangalore-Conversion-LP,Ad-02-001-Urology-Circumcision-Broad-Bangalore-Conversion-LP – Copy,Old FB LP Lead,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Piles-Trivandrum-Procto--LG,Ad-01-001-Piles-Trivandrum-Procto-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Lipoma-Kochi-Cosmetics-LG,Ad-08-001-Cosmetics-Lipoma-Kochi-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Gynecomastia-Trivandrum-Cosmetics-Broad-LG-Feb23,Ad-03-001-Cosmetics-Gynecomastia-Broad-Trivandrum-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Piles-Kochi-Procto-LG,Ad-05-001-Piles-Kochi-Procto-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Circumcision-Hyderabad-Urology-Broad-LG,Ad-02-001-Circumcision-Hyderabad-Urology-Broad-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Gynecomastia-Trivandrum-Cosmetics-Broad-LG-March23,Ad-05-001-Cosmetics-Gynecomastia-Broad-Trivandrum-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
01-Procto-Fistula-Broad-Pune-LG,Ad-01-01-Procto-Fistula-Broad-Pune-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Kidney Stone-Chennai-Urology-LG,Ad-01-001-Kidney Stone-Chennai-Urology-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Circumcision-Coimbatore-Urology-LG,Ad-06-01-Urology-Circumcision-Coimbatore-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Circumcision-Chennai-Urology-LG,Ad-06-001-Circumcision-Chennai-Urology-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
Lipoma Bnglr,Lipoma Bnglr,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
Liposuction-Trivandrum-Sep23,Liposuction-Trivandrum-A woman holding side belly fatfat,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Circumcision-Pune-Urology-LG,Ad-03-01-Urology-Circumcision-Pune-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Piles-Coimbatore-Proctology-LG,Ad-02-001-Piles-Coimbatore-Proctology-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Circumcision-Hyderabad-Urology-Broad-LG,Ad-02-001-Circumcision-Hyderabad-Urology-Broad-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
01-Procto-Fistula-Broad-Thiruvananthapuram-LG,Ad-03-01-Procto-Fistula-Broad-Thiruvananthapuram-LG – Copy,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Cosmetics-Mole-Broad-Madurai-LG,Ad-01-001-Cosmetics-Mole-Broad-Madurai-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Piles-Bangalore-Procto-LG-March23,Ad-06-01-Piles-Bangalore-Procto-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Circumcision-Hyderabad-Urology-Broad-LG,Ad-04-001-Circumcision-Hyderabad-Urology-Broad-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Circumsicion-Trivandrum-Urology-LG,Ad-03-001-Circumsicion-Trivandrum-Urology-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
Piles-Bangalore-Sep23,Piles-Bangalore-Man Standing While driving a Scooter,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Lipoma-Coimbatore-Cosmetics-LG,Ad-04-001-Lipoma-Coimbatore-Cosmetics-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Lipoma-Coimbatore-Cosmetics-Broad-LG-Feb23,Ad-01-001-Lipoma-Coimbatore-Cosmetics-Broad-LG-Feb23,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Circumcision-Pune-Urology-LG,Ad-20-01-Urology-Circumcision-Pune-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
Piles-Vizag-Sep23,Piles-Vizag-Man sitting on a sofa,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Cosmetics-Lipoma-Broad-Bangalore-LG,Ad-01-001-Cosmetics-Lipoma-Broad-Bangalore-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Kidney Stone-Hyderabad-Urology-LG - Updated location,Ad-04-001-Kidney Stone-Hyderabad-Urology-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Urology-Circumcision-Broad-Trivandrum-LG,Ad-05-001-Urology-Circumcision-Broad-Trivandrum-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
Circumcision-Chennai-Sep23,Circumcision-Chennai-Rollon,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Gynecomastia-Kochi-Cosmetics-LG,Ad-05-001-Gynecomastia-Kochi-Cosmetics-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
01-Procto-Fissure-Broad-Hyderabad-LG,Ad-01-01-Procto-Fissure-Broad-Hyderabad-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
Chennai,Mole Removal,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Piles-Trivandrum-Procto--LG,Ad-09-001-Piles-Trivandrum-Procto-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Circumcision-Vizag-Urology-Broad-LG-May23,Ad-07-001-Urology-Circumcision-Broad-Vizag-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Lipoma-Coimbatore-Cosmetic-LG,Ad-03-001-Lipoma-Coimbatore-Cosmetic-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Circumcision-Pune-Urology-LG,Ad-04-01-Urology-Circumcision-Pune-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
01-Circumcision-Coimbatore-Urology-Broad-LG,Ad-11-01-Urology-Circumcision-Broad-Coimbatore-LG – Copy,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Circumcision-Chennai-Urology-Broad-LG,Ad-11-001-Circumcision-Chennai-Urology-Broad-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Circumcision-Vizag-Urology-Broad-LG-Feb23,Ad-02-001-Urology-Circumcision-Broad-Vizag-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Lipoma-Vizag-Cosmetics-Broad-LG,Ad-01-001-Lipoma-Vizag-Cosmetics-Broad-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Lipoma-Hyderabad-Cosmetics-Broad-LG,Ad-06-001-Cosmetics-Lipoma-Broad-Hyderabad-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Lipoma-Pune-Cosmetics-LG,Ad-02-001-Cosmetics-Lipoma-Pune-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Piles-Coimbatore-Procto-Broad-Feb23,Ad-01-001-Piles-Coimbatore-Procto-Broad-Feb23,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Urology-Circumcision-Broad-Trivandrum-LG,Ad-05-001-Urology-Circumcision-Broad-Trivandrum-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
01-Circumcision-Coimbatore-Urology-Broad-LG,Ad-07-01-Urology-Circumcision-Broad-Coimbatore-LG-Video,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
01-Procto-Piles-Broad-Hyderabad-LG,Ad-03-01-Procto-Piles-Broad-Hyderabad-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
Piles-Vizag-Sep23,Piles-Vizag-plastic body & tissue paper,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
01-Procto-Fistula-Broad-Vizag-LG,Ad-01-01-Procto-Fistula-Broad-Vizag-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Piles-Trivandrum-Procto--LG,Ad-10-001-Piles-Trivandrum-Procto-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Gallstone-Chennai-Lapro-LG,Ad-02-001-Gallstone-Chennai-Lapro-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Circumcision-Hyderabad-Urology-LG,Ad-07-001-Circumcision-Hyderabad-Urology-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Circumcision-Pune-Urology-Broad-LG-March23,Ad-01-01-Urology-Circumcision-Broad-Pune-LG-Marati,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
Circumcision-Vizag-Sep23,Circumcision-Vizag-Pen,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
Chennai,Live Free,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Urology-Circumcision-Broad-Chennai-LG,Ad-05-001-Urology-Circumcision-Broad-Chennai-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Lipoma-Hyderabad-Cosmetics-LG,Ad-09-001-Cosmetics-Lipoma-Hyderabad-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
02-Procto-Piles-3%-LAL-Hyderabad-LG,Ad-01-001-Procto-Piles-3%-LAL-Hyderabad-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
01-Procto-Fissure-Broad-Vizag-LG,Ad-01-01-Procto-Fissure-Broad-Vizag-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Circumcision-Chennai-Urology-LG,Ad-12-001-Circumcision-Chennai-Urology-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Cosmetics-Gynecomastia-Broad-Coimbatore-LG,Ad-03-001-Cosmetics-Gynecomastia-Broad-Coimbatore-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Cosmetics-Gynecomastia-Broad-Madurai-LG,Ad-01-001-Cosmetics-Gynecomastia-Broad-Madurai-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Lipoma-Vizag-Cosmetics-LG,Ad-04-001-Lipoma-Vizag-Cosmetics-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Urology-Circumcision-Broad-Chennai-LG,Ad-03-001-Urology-Circumcision-Broad-Chennai-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Gynecomastia-Pune-Cosmetics-Broad-LG-March23,Ad-04-001-Gynecomastia-Pune-Cosmetics-Broad-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Piles-Chennai-Procto-LG,Ad-03-001-Piles-Chennai-Procto-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Circumcision-Hyderabad-Urology-LG,Ad-12-001-Circumcision-Hyderabad-Urology-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Urology-Circumcision-Broad-Trivandrum-LG,Ad-04-001-Urology-Circumcision-Broad-Trivandrum-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Piles-Coimbatore-Procto-Broad-Feb23,Ad-02-001-Piles-Coimbatore-Procto-Broad-Feb23,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Procto-Piles-Broad-Bangalore-LG,Ad-03-001-Procto-Piles-Broad-Bangalore-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Liposuction-Trivandrum-Cosmetics-LG,Ad-01-001-Liposuction-Trivandrum-Cosmetics-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Urology-Circumcision-Broad-Bangalore-Conversion-LP,Ad-03-001-Urology-Circumcision-Broad-Bangalore-Conversion-LP,Old FB LP Lead,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Lipoma-Trivandrum-Cosmetic-LG,Ad-02-001-Lipoma-Trivandrum-Cosmetic-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Gallstone-Hyderabad-Lapro-LG,Ad-01-001-Gallstone-Hyderabad-Lapro-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Gynecomastia-Hyderabad-Cosmetics-LG,Ad-02-001-Gynecomastia-Hyderabad-Cosmetics-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Lipoma-Trivandrum-Cosmetic-LG,Ad-03-001-Lipoma-Trivandrum-Cosmetic-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Circumcision-Coimbatore-Urology-LG,Ad-03-01-Urology-Circumcision-Coimbatore-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Circumcision-Coimbatore-Urology-LG,Ad-12-01-Urology-Circumcision-Coimbatore-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Circumsicion-Vizag-Urology-LG,Ad-02-001-Circumsicion-Vizag-Urology-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Piles-Trivandrum-Procto-Broad-LG-March23,Ad-03-001-Piles-Trivandrum-Procto-Broad-LG – Copy,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Cosmetics-Lipoma-Broad-Bangalore-LG,Ad-03-001-Cosmetics-Lipoma-Broad-Bangalore-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Procto-Piles-3%-LAL-Chennai-LG,Ad-01-001-Procto-Piles-3%-LAL-Chennai-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Circumsicion-Bangalore-Urology-LG,Ad-01-001-Circumsicion-Bangalore-Urology-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
01-Circumcision-Coimbatore-Urology-Broad-LG,Ad-01-01-Urology-Circumcision-Broad-Coimbatore-LG-Tamil,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Piles-Hyderabad-Procto-LG-April23,Ad-06-001-Piles-Hyderabad-Procto-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Call-Hyderabad-Gallstone & KS,Ad-01-Call-Hyderabad-Gallstone & KS,Estimated call confirmation clicks,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Piles-Vizag-Procto-LG,Ad-10-001-Procto-Piles-Vizag-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
01-Procto-Piles-LAL-3%-Madurai-LG,Ad-03-01-Procto-Piles-3%-LAL-Madurai-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Call-Kochi-Gynecomastia,Ad-02-001-Call-Kochi-Gynecomastia,Estimated call confirmation clicks,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
01-Procto-Piles-Broad-Pune-LG,Ad-01-01-Procto-Piles-Broad-pune-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Piles-Vizag-Proctology-LG,Ad-02-001-Piles-Vizag-Proctology-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Gynecomastia-Hyderabad-Procto-LG,Ad-06-001-Gynecomastia-Hyderabad-Procto-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
Lipoma-Vizag-Sep23,Lipoma-Vizag-Girl Striking a Lump,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
Piles-Vizag-Sep23,Piles-Vizag-Girl holding cactus,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
Fertility,New Leads ad,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
01-Urology-Circumcision-Broad-Visakhapatnam-LG,Ad-03-01-Urology-Circumcision-Broad-Visakhapatnam-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Circumcision-Hyderabad-Urology-Broad-LG,Ad-06-001-Circumcision-Hyderabad-Urology-Broad-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Lipoma-Coimbatore-Cosmetics-Broad-LG-Feb23,Ad-03-001-Lipoma-Coimbatore-Cosmetics-Broad-LG-Feb23,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
Cataract-Bangalore-Sep23,Cataract-Bangalore-Old Man Looking at Some Where,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Circumcision-Pune-Urology-Broad-LG-May23,Ad-06-01-Urology-Circumcision-Broad-Pune-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Lipoma-Chennai-Cosmetic-LG,Ad-05-001-Lipoma-Chennai-Cosmetic-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
01-Procto-Piles-Broad-Trivandrum-LG,Ad-03-01-Procto-Piles-Broad-Trivandrum-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Lipoma-Coimbatore-Cosmetics-Broad-LG,Ad-01-001-Lipoma-Coimbatore-Cosmetics-Broad-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Cosmetics-Gynecomastia-Broad-Trivandrum-LG,Ad-03-001-Cosmetics-Gynecomastia-Broad-Trivandrum-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Piles-Coimbatore-Procto-Broad-Feb23,Ad-04-001-Piles-Coimbatore-Procto-Broad-Feb23 – Copy,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Gynecomastia-Vizag-Procto-LG,Ad-06-001-Gynecomastia-Vizag-Procto-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Circumcision-Hyderabad-Urology-Broad-LG,Ad-01-001-Circumcision-Hyderabad-Urology-Broad-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
Varicose Vein-Bangalore-Sep23,Varicose Vein-Bangalore-Foot only,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Circumcision-Pune-Urology-LG,Ad-11-01-Urology-Circumcision-Pune-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
002-Piles-Trivandrum-Procto-LG-Feb23-MC-Female,Ad-02-001-Piles-Trivandrum-Procto-LG-Malayalam,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Circumcision-Hyderabad-Urology-LG,Ad-06-001-Circumcision-Hyderabad-Urology-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Gynecomastia-Pune-Cosmetics-LG,Ad-05-001-Gynecomastia-Pune-Cosmetics-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Piles-Vizag-Procto-LG,Ad-09-001-Procto-Piles-Vizag-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Lipoma-Hyderabad-Cosmetics-LG,Ad-05-001-Cosmetics-Lipoma-Hyderabad-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Gallstone-Vizag-Lapro-LG,Ad-05-001-Gallstone-Vizag-Lapro-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
01-Procto-Piles-Broad-Kochi-LG,Ad-7-01-Procto-Piles-Broad-Kochi-LG – Copy 3,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Procto-Piles-Broad-Madurai-LG,Ad-01-001-Procto-Piles-Broad-Madurai-LG.,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
Circumcision-Chennai-Sep23,Circumcision-Chennai-Banana on surgeon's hand,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Circumcision-Chennai-Urology-Broad-LG,Ad-01-001-Circumcision-Chennai-Urology-Broad-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
01-Circumcision-Coimbatore-Urology-Broad-LG,Ad-02-01-Urology-Circumcision-Broad-Coimbatore-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Gallstone-Kochi-Lapro-LG,Ad-04-001-Gallstone-Kochi-Lapro-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
Gynecomastia-Vizag-Sep23,Gynecomastia-Vizag-Man holding bag strap,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Piles-Kochi-Procto-LG,Ad-09-001-Piles-Kochi-Procto-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Kidney Stone-Hyderabad-Urology-LG,Ad-03-001-Kidney Stone-Hyderabad-Urology-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Circumcision-Bangalore-Urology-LG,Ad-02-001-Circumcision-Bangalore-Urology-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Circumcision-Kochi-Urology-LG-Feb23,Ad-05-001-Circumcision-Kochi-Urology-LG-Feb23,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Piles-Trivandrum-Procto--LG,Ad-02-001-Piles-Trivandrum-Procto-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Lipoma-Chennai-Cosmetics-Broad-LG-Feb23,Ad-04-001-Lipoma-Chennai-Cosmetics-Broad-LG-Feb23,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Lipoma-Coimbatore-Cosmetics-Broad-LG-Feb23,Ad-04-001-Lipoma-Coimbatore-Cosmetics-Broad-LG-Feb23,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Lipoma-Pune-Cosmetics-LG,Ad-11-001-Cosmetics-Lipoma-Pune-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
Fertility,New Leads ad,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Gynecomastia-Hyderabad-Procto-LG,Ad-03-001-Gynecomastia-Hyderabad-Procto-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Lipoma-Trivandrum-Cosmetics-LG,Ad-04-001-Lipoma-Trivandrum-Cosmetics-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Gynecomastia-Hyderabad-Cosmetics-LG,Ad-03-001-Gynecomastia-Hyderabad-Cosmetics-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Circumcision-Bangalore-Urology-LG,Ad-10-001-Circumcision-Bangalore-Urology-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Piles-Vizag-Procto-LG,Ad-04-001-Piles-Vizag-Procto-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Gynecomastia-Kochi-Cosmetics-LG,Ad-03-001-Gynecomastia-Kochi-Cosmetics-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Circumcision-Chennai-Urology-Broad-LG,Ad-10-001-Circumcision-Chennai-Urology-Broad-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Circumcision-Pune-Urology-Broad-LG-May23,Ad-02-01-Urology-Circumcision-Broad-Pune-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Piles-Bangalore-Procto-LG,Ad-03-001-Piles-Bangalore-Procto-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Gynecomastia-Vizag-Procto-LG,Ad-03-001-Gynecomastia-Vizag-Procto-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Call-Coimbatore-Circumcision,Ad-02-001-Call-Coimbatore-Circumcision,Estimated call confirmation clicks,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
